text,intent
seria bueno si escribi nuevo resumen despues de resumen en reporte.txt,modificaDondeDice
trasladar la carpeta imagenes/ a archivos/,movdic
seria bueno si crear un archivo llamado notas.txt,crea
quiero ponele plan_2025.txt a reporte.docx,renombrar
porfa listar todos los archivos .txt en docs/,listarTipo
seria bueno si encontrar proyectos en todo el disco,buscarCarpeta
quiero move imagenes/ dentro de backup/,movdic
che localizar plan.pdf en todo el disco,buscarArchivo
quiero lista los archivos .csv dentro de docs/,listarTipo
porfa mostrame los .txt que haya en proyectos/,listarTipo
necesito hace texto de reporte.pdf,PDFaTexto
dale escribi calculo despues de hola en notas.txt,modificaDondeDice
eh hace una copia de proyectos/ dentro de archivos/,dupdic
por favor mostrame los .pdff que haya en proyectos/,listarTipo
necesito haceme hacer reporte.docx,crea
eh sacar viejo.txt,eliminARchivo
podes haceme hacer diario.txt,crea
quiero pasa informe.pdf a txt,PDFaTexto
podes saca todo lo que diga total en reporte.txt,sacarLoQueDice
necesito quitar el archivo viejo.txt,eliminARchivo
por favor converti informe.pdf en texto plano,PDFaTexto
eh converti documento.pdf en texto plano,PDFaTexto
porfa converti informe.txt en formato pfd,archivoAaPDF
SERIA BUENO SI SUSTITUI MUNDO CON PLANETA EN NOTAS.TXT,reemplazar
necesito move imagenes/ dentro de respaldo/,movdic
seria bueno si quitar el archvo reporte.docx,eliminARchivo
che hace una copia de reportes/ dentro de archivos/,dupdic
quiero leer el contenido de reporte.pdf,leerPDF
quiero saca todo lo que diga dato en plan.txt,sacarLoQueDice
che ponele plan_2025.txt a plan.txt,renombrar
pasar reporte.pdf a texto,PDFaTexto
podes trasladar la carpeta proyectos/ a archivos/,movdic
podes localiza la carpeta proyectos,buscarCarpeta
dale renombrar datos.csv por plan_2025.txt,renombrar
NECESITO PONE CALCULO DONDE DICE HOLA DENTRO DE REPORTE.TXT,modificaDondeDice
eh buscar el archivo llamado plan.pdf,buscarArchivo
seria bueno si quiero eliminar basura.pdff,eliminARchivo
CUANDO PUEDAS TRASLADA IMAGENES/ HACIA ARCHIVOS/,movdic
che ponele dataset.csv a datos.csv,renombrar
eh pasa informe.pdf a txt,PDFaTexto
eh borrar log.txt,eliminARchivo
seria bueno si cambia el nombre de plan.txt a plan_2025.txt,renombrar
haceme el favor de hace una copia de reportes/ dentro de archibos/,dupdic
dale saca todo lo que diga dato en notas.txt,sacarLoQueDice
dale sustitui dato con nuevo resumen en reporte.txt,reemplazar
haceme el favor de saca reporte.docx,eliminARchivo
necesito localiza la carpeta proyectos,buscarCarpeta
haceme el favor de buscar todos los archivos .pdf en proyectos/,listarTipo
por favor escribi informacion actualizada despues de resumen en plan.txt,modificaDondeDice
quiero deja notas.txt con el nombre plan_2025.txt,renombrar
por favor deja plan.txt con el nombre plan_2025.txt,renombrar
dale armar un archivo llamado reporte.docx,crea
haceme el favor de borra basura.pdf que ya no sirve,eliminARchivo
eh cambia el nombre de datos.csv a plan_2025.txt,renombrar
necesito haceme producir nuevo.txt,crea
quiero renombra reporte.docx a reporte_final.docx,renombrar
quiero extrae el texto de reporte.pdf,leerPDF
por favor encontra imagenes,buscarCarpeta
necesito duplica proyectos/ a backup/,dupdic
pone nuevo resumen donde dice total dentro de plan.txt,modificaDondeDice
pasar reporte.pdf a texto,PDFaTexto
podes agrega nuevo resumen donde diga hola en plan.txt,modificaDondeDice
por favor mover reporte.docx a docs/,mover
porfa mostrame los .csv que haya en proyectos/,listarTipo
por favor converti texto.txt en formato pdf,archivoAaPDF
por favor saca todo lo que diga hola en plan.txt,sacarLoQueDice
elimina la palabra hola de plan.txt,sacarLoQueDice
cuando puedas mostrame los .txt que haya en proyectos/,listarTipo
necesito traslada proyectos/ hacia archivos/,movdic
podes mostrame los .pdf que haya en docs/,listarTipo
por favor mostrame lo que dice reporte.pdf,leerPDF
seria bueno si agrega adios donde diga dato en plan.txt,modificaDondeDice
porfa borrar el archivo viejo.txt,eliminARchivo
seria bueno si deja notas.txt con el nombre plan_2025.txt,renombrar
eh extrae el texto de reporte.pdf,leerPDF
podes localizar imagenes en todo el disco,buscarCarpeta
por favor lista los archivos .pdf dentro de docs/,listarTipo
haceme el favor de extrae el teto de documento.pdf,leerPDF
por favor remover basura.pdf,eliminARchivo
buscar el archivo llamado reporte.docx,buscarArchivo
por favor reemplaza hola por nuevo dato en plan.txt,reemplazar
borra lo que diga total en notas.txt,sacarLoQueDice
por favor elimina la palabra hola de reporte.txt,sacarLoQueDice
por favor inserta nuevo resumen antes de total en notas.txt,modificaDondeDice
haceme el favor de pasar reporte.txt a PDF,archivoAaPDF
haceme el favor de quiero leer informe.txt,leerArchivo
quiero encontra documentos,buscarCarpeta
porfa duplicar la carpeta reportes/ en respaldo/,dupdic
porfa producir un archibo llamado nuevo.txt,crea
cuando puedas duplica imagenes/ a backup/,dupdic
podes  encontrar  la  carpeta  documentos,buscarCarpeta
quiero escribi informacion actualizada despues de hola en plan.txt,modificaDondeDice
converti informe.pdf en texto plano,PDFaTexto
haceme el favor de saca viejo.txt,eliminARchivo
cuando puedas copiar la carpeta reportes/ en respaldo/,dupdic
seria bueno si verificar el archivo llamado reporte.docx,buscarArchivo
pasa reporte.txt a pdf,archivoAaPDF
che reubicar notas.txt a docs/,mover
ver el contenido de reporte.pdf,leerPDF
porfa cambia dato por planeta dentro de plan.txt,reemplazar
cuando puedas clonar la carpeta proyectos/ en archivos/,dupdic
necesito renombra reporte.docx a dataset.csv,renombrar
cuando puedas cambia el nombre de reporte.docx a reporte_final.docx,renombrar
porfa quita total del archivo reporte.txt,sacarLoQueDice
quiero hace una copia de informe.docx en backup/,copiar
porfa duplica datos.csv dentro de seguridad/,copiar
HACEME EL FAVOR DE ENCONTRAR INFORME.TXT EN TODO EL DISCO,buscarArchivo
che agrega calculo donde diga hola en reporte.txt,modificaDondeDice
necesito duplicar datos.csv a seguridad/,copiar
quiero verificar informe.txt en todo el disco,buscarArchivo
necesito saca basura.pdf,eliminARchivo
haceme el favor de mostrame el contenido de informe.txt,leerArchivo
eh quiero escribir diario.txt,crea
cuando puedas quiero sacar viejo.txt,eliminARchivo
por favor mover reporte.docx a backup/,mover
hace una copia de reportes/ dentro de respaldo/,dupdic
necesito renombra reporte.docx a plan_2025.txt,renombrar
seria bueno si cambia la palabra resumen por planeta en plan.txt,reemplazar
dale sustitui resumen con nuevo dato en plan.txt,reemplazar
eh saca log.txt,eliminARchivo
dale traslada notas.txt hacia proyectos/,mover
haceme el favor de encontrar imagenes en todo el disco,buscarCarpeta
necesito encontra proyectos,buscarCarpeta
necesito mover la carpeta reportes/ a archivos/,movdic
quiero cambia el nombre de reporte.docx a plan_2025.txt,renombrar
localiza informe.txt,buscarArchivo
seria bueno si extrae el teto de reporte.pdf,leerPDF
haceme el favor de quita resumen del archivo reporte.txt,sacarLoQueDice
por favor quiero leer informe.txt,leerArchivo
CHE HACE TEXTO DE REPORTE.PDF,PDFaTexto
quiero duplica imagenes/ a archivos/,dupdic
por favor traslada imagenes/ hacia archivos/,movdic
podes agrega calculo donde diga dato en notas.txt,modificaDondeDice
dale cambia dato por chau dentro de plan.txt,reemplazar
por favor crea diario.txt,crea
eh mostrame el contenido de informe.txt,leerArchivo
dale copiar datos.csv a docs/,copiar
trasladar la carpeta imagenes/ a backup/,movdic
che localizar documentos en todo el disco,buscarCarpeta
haceme el favor de ponele notas_nuevo.txt a notas.txt,renombrar
eh converti reporte.txt en formato pdf,archivoAaPDF
dale mostrar el contenido de informe.pdff,leerPDF
dale cambia dato por nuevo resumen dentro de plan.txt,reemplazar
haceme el favor de deja notas.txt con el nombre plan_2025.txt,renombrar
porfa quitar el archivo basura.pdf,eliminARchivo
necesito extrae el texo de documento.pdf,leerPDF
che respaldar plan.txt a docs/,copiar
QUIERO ENCONTRA IMAGENES,buscarCarpeta
eh traslada notas.txt hacia backup/,mover
cuando puedas mostrame los .csv que haya en docs/,listarTipo
borrar el archivo basura.pdf,eliminARchivo
porfa escribi informacion actualizada despues de resumen en reporte.txt,modificaDondeDice
che eliminar basura.pdf,eliminARchivo
seria bueno si convertir reporte.pdf a texto,PDFaTexto
porfa mostrar el archivo notas.txt,leerArchivo
por favor localizar documentos en todo el disco,buscarCarpeta
renombra reporte.docx a dataset.csv,renombrar
por favor encontrar la carpeta proyectos,buscarCarpeta
seria bueno si duplica reportes/ a backup/,dupdic
haceme el favor de converti documento.pdf en texto plano,PDFaTexto
dale hace un pdf con texto.txt,archivoAaPDF
quiero guardar informe.txt a PDF,archivoAaPDF
necesito move reporte.docx al directorio proyectos/,mover
dale extrae el texto de informe.pdf,leerPDF
haceme el favor de hace una copia de proyectos/ dentro de respaldo/,dupdic
che saca reporte.docx,eliminARchivo
cuando puedas mostrame el contenido de reporte.txt,leerArchivo
necesito duplica datos.csv dentro de backup/,copiar
por favor duplica proyectos/ a respaldo/,dupdic
por favor move imagenes/ dentro de archivos/,movdic
eh hace una copia de proyectos/ dentro de archivos/,dupdic
dale localizar la carpeta documentos,buscarCarpeta
podes extrae el texto de informe.pdff,PDFaTexto
podes lista los archivos .csv dentro de proyectos/,listarTipo
por favor verificar el archivo llamado informe.txt,buscarArchivo
necesito localizar la carpeta documentos,buscarCarpeta
seria bueno si pasa texo.txt a pdf,archivoAaPDF
porfa buscar todos los archivos .pdf en backup/,listarTipo
encontrar el archivo llamado reporte.docx,buscarArchivo
por favor copiar la carpeta imagenes/ en archivos/,dupdic
por favor leer el contenido de informe.pdf,leerPDF
porfa converti notas.txt en formato pdf,archivoAaPDF
eh agrega adios donde diga dato en notas.txt,modificaDondeDice
necesito duplica datos.csv dentro de seguridad/,copiar
quiero copiar datos.csv a seguridad/,copiar
podes encontrar la carpeta proyectos,buscarCarpeta
seria bueno si extrae el texto de reporte.pdf,PDFaTexto
seria bueno si agrega nuevo resumen donde diga dato en reporte.txt,modificaDondeDice
quiero encontra el archivo informe.txt,buscarArchivo
podes quita dato del archivo plan.txt,sacarLoQueDice
dale encontra proyectos,buscarCarpeta
dale crea reporte.docx,crea
podes converti notas.txt en formato pdf,archivoAaPDF
hace una copia de reportes/ dentro de archivos/,dupdic
verificar el archivo llamado reporte.docx,buscarArchivo
cuando puedas traslada plan.txt hacia backup/,mover
por favor ponele notas_nuevo.txt a notas.txt,renombrar
dale pasar reporte.txt a PDF,archivoAaPDF
podes hace un pfd con reporte.txt,archivoAaPDF
che leer reporte.txt,leerArchivo
cuando puedas haceme escribir reporte.docx,crea
porfa converti informe.txt en formato pdf,archivoAaPDF
haceme el favor de reemplaza dato por nuevo resumen en reporte.txt,reemplazar
seria bueno si quiero leer notas.txt,leerArchivo
lista los archivos .csv dentro de proyectos/,listarTipo
podes mostrame el contenido de informe.txt,leerArchivo
EH HACE UNA COPIA DE PROYECTOS/ DENTRO DE BACKUP/,dupdic
cuando puedas ver el archivo notas.txt,leerArchivo
escribi nuevo resumen despues de dato en notas.txt,modificaDondeDice
duplica reportes/ a respaldo/,dupdic
CUANDO PUEDAS PONE INFORMACION ACTUALIZADA DONDE DICE HOLA DENTRO DE PLAN.TXT,modificaDondeDice
cuando puedas sustitui hola con nuevo resumen en notas.txt,reemplazar
quiero haceme escribir diario.txt,crea
porfa pasa documento.pdf a txt,PDFaTexto
haceme el favor de duplica informe.docx dentro de seguridad/,copiar
dale mostrame los .csv que haya en backup/,listarTipo
por favor pasa notas.txt a pdf,archivoAaPDF
seria bueno si extrae el texto de reporte.pdf,leerPDF
porfa quiero leer notas.txt,leerArchivo
seria bueno si duplica proyectos/ a backup/,dupdic
cuando puedas genera el archivo diario.txt,crea
seria bueno si converti informe.pdf en texto plano,PDFaTexto
che pasa texto.txt a pdf,archivoAaPDF
porfa localiza plan.pdf,buscarArchivo
necesito extrae el texto de reporte.pdf,PDFaTexto
quiero copiar plan.txt a backup/,copiar
necesito listar todos los archibos .csv en proyectos/,listarTipo
eh extrae el texto de reporte.pdf,PDFaTexto
seria bueno si pasa reporte.txt a pdf,archivoAaPDF
che ver todos los archivos .pdf en proyectos/,listarTipo
podes reubicar plan.txt a backup/,mover
eh extrae el texto de reporte.pdf,leerPDF
dale move plan.txt al directorio docs/,mover
NECESITO MOSTRAME LOS .PDF QUE HAYA EN DOCS/,listarTipo
podes renombrar datos.csv por dataset.csv,renombrar
seria bueno si saca todo lo que diga dato en notas.txt,sacarLoQueDice
seria bueno si mostrame lo que dice reporte.pdf,leerPDF
porfa lista los archivos .pdf dentro de docs/,listarTipo
necesito mober reporte.docx a backup/,mover
por favor hace texto de informe.pdf,PDFaTexto
por favor transforma texto.txt en un pdf,archivoAaPDF
seria bueno si duplica plan.txt dentro de docs/,copiar
eh lista los archivos .csv dentro de proyectos/,listarTipo
eh lista los archivos .pfd dentro de docs/,listarTipo
necesito hace texto de documento.pdf,PDFaTexto
localiza plan.pdf,buscarArchivo
porfa hace una copia de proyectos/ dentro de respaldo/,dupdic
podes hace una copia de datos.csv en docs/,copiar
quiero quita resumen del archivo reporte.txt,sacarLoQueDice
por favor move reporte.docx al directorio docs/,mover
cuando puedas sustitui mundo con chau en notas.txt,reemplazar
che saca todo lo que diga dato en plan.txt,sacarLoQueDice
quiero inserta calculo antes de hola en notas.txt,modificaDondeDice
PODES CAMBIA DATO POR PLANETA DENTRO DE NOTAS.TXT,reemplazar
seria bueno si agrega informacion actualizada donde diga hola en notas.txt,modificaDondeDice
porfa hace texto de reporte.pdf,PDFaTexto
podes remover el archivo reporte.docx,eliminARchivo
podes trasladar la carpeta proyectos/ a backup/,movdic
dale hace una copia de datos.csv en docs/,copiar
porfa encontra imagenes,buscarCarpeta
porfa pasa reporte.docx dentro de proyectos/,mover
haceme el favor de encontra el archivo reporte.docx,buscarArchivo
podes renombrar plan.txt por notas_nuevo.txt,renombrar
eh crea reporte.docx,crea
cuando puedas move proyectos/ dentro de respaldo/,movdic
eh ponele reporte_final.docx a plan.txt,renombrar
cuando puedas mostrar informe.txt,leerArchivo
por favor reubicar notas.txt a proyectos/,mover
porfa convertir reporte.txt a PDF,archivoAaPDF
dale reemplaza dato por planeta en plan.txt,reemplazar
dale verificar plan.pdf en todo el disco,buscarArchivo
eh  encontra  proyectos,buscarCarpeta
seria bueno si localiza reporte.docx,buscarArchivo
por favor pasar notas.txt a PDF,archivoAaPDF
che localiza la carpeta proyectos,buscarCarpeta
seria bueno si consultar informe.txt,leerArchivo
necesito genera el archivo nuevo.txt,crea
por favor ponele reporte_final.docx a reporte.docx,renombrar
haceme el favor de genera el archivo notas.txt,crea
necesito copiar la carpeta reportes/ en respaldo/,dupdic
cuando puedas mostrame los .csv que haya en backup/,listarTipo
seria bueno si mostrame el contenido de notas.txt,leerArchivo
necesito trasladar notas.txt a proyectos/,mover
necesito hace un pdf con reporte.txt,archivoAaPDF
seria bueno si quita resumen del archivo reporte.txt,sacarLoQueDice
necesito crea notas.txt,crea
haceme hacer nuevo.txt,crea
necesito encontra imagenes,buscarCarpeta
seria bueno si crear un archivo llamado nuevo.txt,crea
POR FAVOR CAMBIA EL NOMBRE DE DATOS.CSV A NOTAS_NUEVO.TXT,renombrar
porfa mostrame el contenido de notas.txt,leerArchivo
necesito move notas.txt al directorio proyectos/,mover
PORFA QUIERO REMOVER BASURA.PDF,eliminARchivo
eh hace texto de reporte.pdf,PDFaTexto
che hace texto de informe.pdff,PDFaTexto
che pasa reporte.pdf a txt,PDFaTexto
dale extrae el texto de informe.pdf,leerPDF
seria bueno si mostrame el contenido de reporte.txt,leerArchivo
dale move imagenes/ dentro de respaldo/,movdic
porfa leer el archivo notas.txt,leerArchivo
dale listar todos los archivos .pdf en docs/,listarTipo
che duplica proyectos/ a backup/,dupdic
ver el contenido de informe.pdf,leerPDF
podes cambia la palabra hola por nuevo resumen en notas.txt,reemplazar
por favor pone calculo donde dice hola dentro de notas.txt,modificaDondeDice
necesito pasa reporte.docx dentro de proyectos/,mover
eh necesito hacer un nuevo archivo reporte.docx,crea
quiero traslada reportes/ hacia respaldo/,movdic
por favor reemplaza resumen por nuevo resumen en notas.txt,reemplazar
haceme el favor de renombra plan.txt a plan_2025.txt,renombrar
